PLAYER,GP,G,A,PTS,PPG,GWG,SHG,ENG,SHOT ATTEMPTS,SHOT ON NET,FACEOFF WINS,TOTAL FACEOFF,BLOCKS,PLSMNS,Opponent Score
Grant Slukynsky,42,10,26,36,1,2,0,0,174,110,245,497,31,19,86
Cole Crusberg-Roseen,42,3,9,12,0,0,0,0,161,60,0,0,68,25,86
Alex Bump,42,23,24,47,7,4,0,2,414,248,1,4,87,11,86
Owen Michaels,42,18,18,36,2,2,1,2,170,105,318,609,28,27,86
Jack Mesic,4,0,0,0,0,0,0,0,6,6,0,0,0,0,7
Zach Nehring,42,13,17,30,2,2,0,0,128,82,1,3,20,18,86
Zack Sharp,42,5,4,9,0,2,0,0,125,60,0,0,32,19,86
Ty Henricks,41,8,5,13,0,1,0,0,91,50,2,4,23,16,83
Iiro Hakkarainen,42,13,16,29,0,4,0,1,147,77,3,13,32,21,86
Joona VÃ¤isÃ¤nen,42,4,22,26,0,2,0,0,99,51,0,0,29,24,86
Ethan Wolthers,9,2,2,4,0,1,0,0,8,4,0,0,3,-1,15
Garrett Szydlowski,39,3,7,10,0,1,0,0,59,33,0,10,12,11,82
Hampton Slukynsky,25,0,1,1,0,0,0,0,0,0,0,0,0,0,51
Ean Somoza,2,0,0,0,0,0,0,0,2,1,1,4,1,0,2
John Spetz,35,1,11,12,1,0,0,0,126,56,3,29,36,14,86
Hudson Schandor,37,10,31,41,3,2,1,1,114,72,299,605,16,21,90
Nick Carabin,39,3,6,9,0,0,0,0,102,60,0,0,26,7,97
Thomas Messineo,39,1,8,9,0,0,0,0,83,42,0,0,22,19,97
Jake Percival,39,9,10,19,1,1,2,0,128,87,0,7,14,5,97
Tabor Heaslip,39,8,12,20,0,1,2,2,122,73,220,431,20,3,97
Tristan Fraser,39,4,8,12,0,1,0,0,78,45,29,60,16,0,97
Ryan Tattle,39,18,14,32,3,4,3,3,191,118,318,598,36,10,97
Joey Muldowney,39,29,18,47,5,6,1,6,242,142,11,32,45,27,97
Jake Richard,34,15,28,43,7,3,0,0,137,84,1,2,24,25,82
Viking Gustafsson Nyberg,39,1,10,11,0,0,0,0,85,36,0,0,30,9,97
Kai Janviriya,39,0,14,14,0,0,0,0,93,48,0,0,27,5,97
Ethan Gardula,36,8,10,18,2,2,0,0,77,50,2,7,16,-2,95
Kaden Shahan,39,9,5,14,1,0,0,0,170,98,3,11,34,-4,97
Trey Scott,36,3,14,17,2,1,0,0,133,67,1,1,33,4,89
Mike Murtagh,27,0,1,1,0,0,0,0,45,33,2,6,2,-7,78
Filip Sitar,31,1,2,3,0,1,0,0,44,28,129,229,6,-5,75
Callum Tung,16,0,0,0,0,0,0,0,0,0,0,0,0,-1,38
Ethan Whitcomb,39,6,5,11,2,1,0,0,85,52,159,386,15,3,97
Hugh Larkin,31,3,2,5,0,0,0,0,36,20,1,3,7,-4,81
Thomas Heaney,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Jack Pascucci,9,0,1,1,0,0,0,0,8,0,0,0,6,2,24
Tyler Muszelik,23,0,2,2,0,0,0,0,1,1,0,0,0,0,59
Oliver Flynn,8,1,0,1,0,0,0,0,8,6,0,2,2,1,22
Owen Simpson,4,0,2,2,0,0,0,0,8,4,0,0,3,2,10
Huston Karpman,15,0,0,0,0,0,0,0,6,2,4,7,0,0,31
Carter Wilkie,38,9,9,18,1,2,0,2,163,94,273,513,30,0,111
Jake Schmaltz,38,6,10,16,2,1,0,0,91,49,361,652,16,2,111
Jackson Kunz,36,7,8,15,2,1,0,1,75,44,1,6,20,7,106
Dane Montgomery,26,1,6,7,0,0,0,0,59,30,0,0,16,-4,81
TJ Semptimphelter,31,0,0,0,0,0,0,0,0,0,0,0,0,0,89
Ben Strinden,38,8,8,16,0,1,1,0,122,66,33,62,24,5,111
Owen McLaughlin,38,5,25,30,0,1,0,1,140,72,20,50,34,3,111
Dylan James,38,14,8,22,0,0,3,2,125,74,3,8,23,-4,111
Caleb MacDonald,35,3,7,10,0,0,0,0,83,51,0,0,13,7,102
Jake Livanavage,38,4,24,28,1,1,0,0,126,59,0,0,29,0,111
Tanner Komzak,17,0,0,0,0,0,0,0,22,7,0,0,11,4,47
Jayden Perron,31,10,9,19,6,2,0,0,172,79,0,2,45,-2,93
Abram Wiebe,38,4,20,24,3,0,0,0,145,74,0,0,42,-2,111
Hobie Hedquist,10,0,0,0,0,0,0,0,0,0,0,0,0,0,36
Jayden Jubenvill,37,2,4,6,0,1,0,0,72,32,0,0,21,8,109
EJ Emery,31,0,1,1,0,0,0,0,91,36,0,0,31,3,88
Mac Swanson,38,2,16,18,1,0,0,0,60,26,0,1,19,0,111
Sacha Boisvert,37,18,14,32,5,5,0,0,181,94,135,297,48,-4,110
Andrew Strathmann,30,2,2,4,0,1,0,0,59,30,0,0,17,0,86
Cody Croal,22,1,5,6,0,0,0,0,45,25,1,5,9,2,61
Cade Littler,33,7,2,9,0,1,0,0,47,30,46,101,8,9,95
Louis Jamernik V,30,4,6,10,1,2,0,0,54,31,105,194,14,3,95
Cameron Berg,26,12,10,22,7,2,0,0,130,66,211,433,21,-2,77
Dalton Andrew,14,1,0,1,0,0,0,0,16,14,1,1,0,0,41
Bennett Zmolek,1,0,1,1,0,0,0,0,1,0,0,0,1,0,2
Blake Biondi,38,12,15,27,7,1,0,0,179,114,8,23,30,-12,127
Grant Silianoff,38,5,3,8,0,1,1,1,76,50,3,7,8,-8,127
Zach Plucinski,34,0,3,3,0,0,0,0,63,23,1,1,21,-9,113
Ian Murphy,38,4,7,11,0,0,0,0,70,46,88,200,9,-5,127
Justin  Janicke,37,15,19,34,8,1,2,2,116,71,0,4,22,-3,122
Hunter Strand,38,8,8,16,2,1,0,1,118,69,260,510,22,-7,127
Ryan Helliwell,37,1,6,7,0,0,0,0,61,22,1,3,25,1,126
Tyler  Carpenter,38,1,1,2,0,1,0,0,42,26,38,77,9,-14,127
Owen Say,27,0,0,0,0,0,0,0,0,0,0,0,0,0,88
Axel Kumlin,38,6,15,21,1,0,0,0,155,72,0,0,48,-5,127
Danny Nelson,36,13,13,26,4,1,0,1,203,123,471,823,31,-4,121
Henry Nelson,30,3,5,8,0,1,0,0,104,43,0,1,27,0,89
Brennan Ali,38,7,12,19,1,1,0,0,103,59,1,3,21,-1,127
Maddox Fleming,21,0,3,3,0,0,0,0,36,22,2,3,9,-3,67
Jayden Davis,22,1,2,3,0,0,0,0,16,8,75,150,6,-5,71
Paul Fischer,36,2,19,21,0,0,0,0,127,58,1,1,46,-19,121
Cole Knuble,34,12,27,39,2,3,0,1,190,108,193,391,41,6,106
Carter Slaggert,38,4,6,10,0,0,0,0,55,38,44,114,8,-7,127
Jimmy Jurcev,31,1,3,4,0,0,0,0,55,17,0,0,19,-8,111
Jaedon Kerr,19,1,3,4,0,0,0,0,25,12,0,0,7,2,67
Nicholas Kempf,13,0,0,0,0,0,0,0,0,0,0,0,0,0,51
Michael Mastrodomenico,30,4,11,15,0,1,0,0,121,55,0,1,34,-4,100
Jack Larrigan,28,1,5,6,0,0,0,0,28,17,1,1,4,-11,101
Hunter Weiss,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Michael Schermerhorn,1,0,0,0,0,0,0,0,2,2,0,0,0,-1,5
Niko Jovanovic,12,1,0,1,0,0,0,0,19,14,0,2,2,-6,48
Connor Gregga,33,4,8,12,1,0,0,0,99,59,217,441,18,-1,76
Chris Pappas,21,4,13,17,2,1,0,0,67,36,2,14,15,3,49
Isaiah Fox,31,9,7,16,1,3,0,0,130,71,25,49,32,0,73
John Gormley,34,2,0,2,0,0,0,1,77,33,1,3,21,-3,77
Valtteri Piironen,34,1,11,12,0,0,0,0,69,35,0,1,19,8,77
Josh Zary,29,12,7,19,7,1,0,0,112,78,289,481,7,-1,64
Cade Mason,29,1,13,14,0,0,0,0,143,60,0,0,46,-1,68
Austin Brimmer,31,9,12,21,4,3,0,0,88,60,2,3,11,9,72
Carter Rapalje,34,17,13,30,8,4,2,3,192,114,3,9,29,-2,77
Andrius Kulbis-Marino,34,3,7,10,0,1,0,1,86,38,0,2,30,6,77
Heath Armstrong,14,0,3,3,0,0,0,0,13,9,8,27,0,1,35
Noah Rupprecht,18,0,1,1,0,0,0,0,0,0,0,0,0,0,44
Onni LeppÃ¤nen,20,7,10,17,3,2,0,0,66,29,8,12,16,-1,44
Luca Leighton,23,1,7,8,0,0,0,0,57,38,0,1,7,5,52
Trent Powell,34,2,11,13,1,1,0,0,94,41,0,0,26,9,77
Isaac Lambert,31,7,10,17,2,0,0,1,107,57,49,91,29,1,71
Nick Bernardo,25,2,6,8,0,0,0,0,64,21,0,0,24,3,58
JR Perdion,31,4,14,18,1,0,0,0,77,50,79,191,17,8,68
Brennan Nelson,16,1,3,4,0,0,0,0,28,16,80,148,3,1,26
Daniel Baldassarra,15,3,5,8,1,0,0,0,27,24,0,1,0,8,33
Garrett Valk,19,0,1,1,0,0,0,0,27,11,0,0,8,3,34
Anthony Lucarelli,29,7,8,15,0,1,0,1,68,39,205,355,6,9,67
Sixen JennersjÃ¶,16,4,3,7,0,1,0,0,43,25,1,4,11,1,41
Nicholas Trela,21,1,5,6,0,0,0,0,39,20,4,8,9,2,52
Ty Outen,14,0,2,2,0,0,0,0,0,0,0,0,0,0,33
AJ Casperson,3,0,3,3,0,0,0,0,7,4,0,0,0,7,4
Riley Wallack,14,6,5,11,2,1,1,0,49,31,143,265,6,4,40
Chad Muller,12,4,1,5,0,1,0,0,28,17,0,0,3,6,30
Michael Polston,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Joshua Wildauer,5,0,0,0,0,0,0,0,5,5,0,0,0,-2,13
Dawson Tritt,33,7,10,17,2,0,0,0,88,57,14,38,15,-11,105
Timo Bakos,34,10,12,22,3,3,0,0,90,58,180,352,21,-9,109
Nate Schweitzer,34,3,15,18,1,0,0,0,107,54,1,1,34,-9,109
Grant Hindman,36,3,3,6,0,1,0,0,83,42,0,0,29,-14,115
Sasha Teleguine,32,14,5,19,4,2,2,1,119,81,0,4,21,-4,99
Connor Milburn,28,9,14,23,3,0,0,2,104,57,262,521,32,-10,93
Bryan Huggins,32,1,4,5,0,0,0,0,51,26,0,0,17,-1,99
Jordan Venegoni,28,0,9,9,0,0,0,0,32,19,0,1,4,-2,92
Johnny Druskinis,36,4,7,11,4,1,0,0,117,56,2,2,32,-16,115
Blake Humphrey,30,2,6,8,0,0,0,0,75,45,9,21,17,-1,96
Jacob Conrad,27,6,4,10,3,0,0,0,76,40,0,0,13,8,81
Evan Bushy,33,0,14,14,0,0,0,0,75,35,1,1,21,-8,104
Branden Piku,34,9,7,16,1,2,0,0,109,71,0,2,18,-4,110
Reagan Milburn,24,7,5,12,2,0,0,0,78,50,1,2,16,-5,77
Carter Batchelder,26,3,4,7,0,2,0,0,77,40,155,316,22,-8,89
John Herrington,36,4,14,18,3,0,0,0,173,95,230,464,43,-8,115
Rorke Applebee,31,0,0,0,0,0,0,0,0,0,0,0,0,0,98
Adam Barone,16,0,1,1,0,0,0,0,32,19,0,0,8,-6,58
William Ahlrik,35,6,6,12,0,1,0,0,58,42,237,412,4,1,112
Mike Brown,30,0,2,2,0,0,0,0,69,35,1,1,23,4,94
Easton Hesse,6,0,1,1,0,0,0,0,0,0,0,0,0,0,22
Luke Levandowski,32,5,9,14,1,0,0,0,79,48,1,1,16,-2,107
Wilson Dahlheimer,19,0,3,3,0,0,0,0,28,20,40,89,2,-7,59
Jack Blanchett,6,0,0,0,0,0,0,0,13,5,0,0,3,-2,22
Everett Pietila,25,0,5,5,0,0,0,0,44,30,3,5,7,-4,74
Hadley Hudak,7,0,0,0,0,0,0,0,8,5,1,1,0,-4,21
Ethan Scardina,35,7,9,16,1,0,0,1,135,77,309,563,22,-1,81
Seth Fyten,29,1,4,5,0,0,0,0,52,29,0,1,6,-3,68
Tommy Pasanen,35,2,3,5,0,1,0,0,115,52,0,0,30,1,83
Ville Immonen,36,6,10,16,0,0,0,0,97,56,264,508,13,-1,85
Ben Wozney,36,1,5,6,0,0,0,0,101,39,0,0,39,1,85
Eric Parker,36,1,9,10,0,0,0,0,104,39,0,0,27,-4,85
Jackson Niedermayer,33,2,6,8,0,2,0,0,86,59,0,4,10,-9,78
Ryan O'Hara,36,11,22,33,3,5,0,1,231,138,82,141,41,5,85
Brett Pfoh,32,5,13,18,0,1,0,0,123,70,7,16,23,6,75
Jaden Grant,34,5,8,13,1,0,0,0,80,55,241,463,8,-1,79
Dalton Norris,36,2,15,17,2,0,0,0,136,53,1,1,48,0,85
Quinn Emerson,35,6,8,14,0,2,0,1,94,62,1,3,9,6,83
Gustav Stjernberg,30,4,12,16,2,1,0,0,186,89,0,0,35,7,71
Ben Doran,36,10,12,22,3,2,0,1,136,83,282,545,21,9,85
Brody Waters,36,16,6,22,10,3,0,0,140,100,3,4,7,5,85
Matvei Kabanov,13,2,4,6,0,0,0,0,16,12,1,1,2,0,32
Breck  McKinley,35,1,6,7,1,0,0,0,97,51,1,3,24,4,81
Cole Moore,20,0,0,0,0,0,0,0,0,0,0,0,0,0,55
Adam Zlnka,21,1,3,4,0,0,0,0,43,30,4,6,3,6,49
Maxwell Martin,32,6,3,9,1,1,0,0,116,70,5,13,19,1,71
Owen Ozar,14,1,0,1,0,0,0,0,24,18,2,2,3,-2,40
Johannes LÃ¸kkeberg,9,0,0,0,0,0,0,0,9,3,22,45,3,-2,28
Christian Stoever,18,0,0,0,0,0,0,0,0,0,0,0,0,0,34
Brandon Santa Juana,10,0,0,0,0,0,0,0,13,11,0,0,1,-3,26
Ivan Korodiuk,15,0,1,1,0,0,0,0,28,18,0,0,5,0,30
Brayden Krieger,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,4
Jack Blake,10,0,0,0,0,0,0,0,4,1,0,0,2,1,17
Adam Schankula,1,0,0,0,0,0,0,0,2,1,0,0,0,0,3
Austin Jouppi,33,2,5,7,0,0,0,0,63,31,2,4,11,-9,96
Eric Martin,37,10,13,23,3,1,0,0,178,106,31,71,42,-6,109
Jackson Jutting,38,14,8,22,7,3,0,0,174,97,457,892,29,-12,114
Tony Follmer,38,2,5,7,0,0,0,0,65,28,0,0,21,-9,114
Donte Lawson,36,3,4,7,0,0,0,1,88,45,0,1,16,-2,108
Jere Vaisanen,38,7,12,19,1,0,0,0,104,61,241,474,21,-7,114
Mattias Sholl,37,0,1,1,0,0,0,0,0,0,0,0,0,0,111
Will Magnuson,35,1,4,5,0,0,0,0,61,22,0,0,20,-10,107
Reilly Funk,36,7,16,23,2,1,0,0,115,77,183,421,11,1,103
A.J. Macaulay,28,0,2,2,0,0,0,0,51,17,0,0,21,-5,87
Mitch Wolfe,38,2,6,8,0,0,0,0,143,68,0,0,50,-8,114
Adam Flammang,38,5,13,18,0,3,0,0,167,87,3,9,32,-7,114
Kirklan Irey,38,11,13,24,1,3,2,0,132,71,4,9,34,-4,114
Vince Corcoran,30,1,8,9,0,1,0,0,75,39,0,0,23,5,82
Patrik Satosaari,30,3,7,10,0,0,0,0,56,23,0,0,20,-8,99
Rhys Chiddenton,17,0,4,4,0,0,0,0,47,30,0,0,4,-2,54
Jake McLean,33,2,5,7,0,0,0,0,53,28,115,242,12,-6,100
Kasper Magnussen,37,7,9,16,6,1,0,0,127,64,0,1,23,-13,109
Isa Parekh,35,3,15,18,2,1,0,0,92,37,0,0,29,-5,103
Jaksen Panzer,26,2,3,5,0,0,0,0,72,47,43,77,14,-7,82
Raythan Robbins,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Noah Quinn,21,6,2,8,3,0,0,0,58,31,6,14,9,2,64
Tory Lund,8,0,3,3,0,0,0,0,9,5,0,0,4,0,21
Ryan Henderson,7,0,0,0,0,0,0,0,6,3,0,0,1,-3,20
Carter Randklev,18,4,2,6,0,1,0,0,41,27,0,2,5,3,45
Luke Roelofs,17,0,1,1,0,0,0,0,34,20,0,0,7,-6,50
Alexi Sylvestre,9,1,0,1,0,0,0,0,23,15,1,4,4,-3,39
Noah West,35,0,1,1,0,0,0,0,0,0,0,0,0,0,120
Jacob Dirks,23,1,0,1,0,0,0,0,41,22,56,127,12,-8,79
Kaleb Ergang,35,6,15,21,1,1,0,0,110,61,1,11,20,3,120
Zach Faremouth,33,8,5,13,3,2,0,0,96,66,324,542,12,-7,118
Nico DeVita,36,1,3,4,0,0,1,0,89,39,0,5,31,-2,128
Travis Shoudy,36,6,12,18,0,1,0,1,169,90,3,10,43,1,128
Tyler Schleppe,29,9,9,18,2,2,0,0,117,64,251,483,21,-1,108
Xavier Jean-Louis,29,2,4,6,0,0,1,0,58,30,0,0,11,2,106
Max Itagaki,26,2,6,8,0,0,0,0,42,28,2,4,6,-6,96
Caiden Gault,36,15,10,25,4,5,0,0,170,93,7,15,39,0,128
Jacob Badal,25,4,6,10,1,0,0,0,76,48,1,7,5,1,84
Andrew Noel,30,1,2,3,0,0,0,0,63,26,0,12,20,-13,104
Cole Burtch,35,7,19,26,0,1,1,0,111,67,194,432,22,0,126
Connor McGrath,26,0,8,8,0,0,0,0,62,36,74,170,8,-8,99
Gavin Best,36,10,9,19,0,0,0,1,119,72,9,23,21,-3,128
Emerson Goode,12,0,0,0,0,0,0,0,31,21,7,10,5,-9,40
Trevor Taulien,36,3,9,12,0,0,0,0,129,62,1,12,33,-10,128
Christopher LieÂ ,20,1,3,4,1,0,0,0,27,10,0,0,10,-6,73
Kade TurnerÂ ,25,1,1,2,0,0,0,0,21,8,1,1,8,-10,92
Nick Nardecchia,33,2,6,8,0,0,0,0,84,42,80,191,17,-6,114
Matt CorbetÂ ,20,2,3,5,1,0,0,0,67,45,3,11,10,-4,63
Logan HerouxÂ ,32,3,11,14,3,0,0,0,94,58,0,0,20,1,112
Jack SilichÂ ,20,3,3,6,1,0,0,0,72,43,5,18,13,-4,81
Luke LiskoÂ ,3,0,0,0,0,0,0,0,5,2,14,25,2,-3,16
Conner BrownÂ ,15,0,2,2,0,0,0,0,24,14,0,0,2,-3,46
Connor McDonoughÂ ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Josh Groll,38,14,18,32,0,2,1,2,186,88,106,193,50,32,57
Kaden Bohlsen,28,12,5,17,1,0,0,1,117,64,11,27,30,13,44
Jordan Power,36,2,5,7,0,0,0,0,81,40,0,3,23,9,53
Brian Carrabes,39,10,10,20,1,2,0,1,180,92,2,7,38,11,58
Brenden Olson,36,1,3,4,0,0,0,0,54,34,0,0,11,5,51
Zach Krajnik,39,6,7,13,0,2,1,1,102,61,2,10,16,9,58
Rhett Pitlick,39,13,27,40,3,5,0,1,208,96,0,1,55,32,58
Steven Bellini,33,1,5,6,1,0,0,0,47,21,0,0,12,5,47
Will Hillman,39,3,7,10,0,1,0,0,124,56,181,458,36,6,58
Campbell Cichosz,35,1,7,8,0,0,0,0,104,51,2,4,35,22,53
Adam Eisele,37,13,13,26,4,6,0,0,193,87,337,615,49,22,55
Alex Tracy,38,0,0,0,0,0,0,0,0,0,0,0,0,0,57
Mason Wheeler,39,0,6,6,0,0,0,0,75,34,0,7,22,22,58
Luc Wilson,32,7,6,13,0,1,0,1,120,63,2,5,38,1,49
Fin Williams,19,1,1,2,0,1,0,0,22,9,54,95,7,1,25
Evan Murr,39,7,21,28,4,3,0,0,168,75,0,1,50,18,58
Jakob Stender,37,3,2,5,0,0,0,1,74,38,66,186,10,2,55
Luigi Benincasa,39,6,18,24,3,1,0,0,108,56,170,370,27,9,58
Brett Moravec,37,5,2,7,1,1,0,1,78,38,111,231,14,4,55
Luke Ashton,38,5,7,12,3,0,0,0,149,61,1,1,52,8,56
Ralfs Bergmanis,36,3,9,12,0,2,0,0,63,33,1,4,16,17,51
Kade Nielsen,4,0,0,0,0,0,0,0,2,1,0,0,0,0,8
Jacob Bonkowski,7,0,0,0,0,0,0,0,6,3,0,0,2,1,13
Cade Alami,6,0,0,0,0,0,0,0,11,1,0,0,6,-1,10
Tyler Haskins,6,0,0,0,0,0,0,0,4,2,0,0,1,0,9
Matthew Syverson,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Eli Pulver,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Blais Richartz,18,1,1,2,0,0,0,0,23,16,9,17,4,-4,48
Marcus Pedersen,29,4,4,8,2,0,0,0,55,36,17,35,9,-2,77
Alex Nordstrom,29,7,2,9,1,0,1,0,84,53,4,6,8,1,85
Matthew Campbell,34,6,6,12,3,0,0,0,123,60,0,1,29,7,87
Viktor Hurtig,34,1,4,5,0,0,0,0,68,28,1,1,21,-7,88
Trevor Kukkonen,34,3,7,10,0,0,0,1,91,46,2,4,20,-2,93
Stiven Sardarian,35,11,24,35,2,3,0,0,173,93,1,8,41,3,92
Kasper Vaharautio,36,0,4,4,0,0,0,0,41,16,0,0,16,-7,96
Owen Baker,33,3,2,5,0,1,0,0,73,42,24,49,16,-8,91
Lauri Raiman,34,1,4,5,0,0,0,0,83,41,44,91,19,1,89
Max Koskipirtti,36,7,20,27,2,1,1,1,106,63,336,697,17,-2,96
Isaac Gordon,36,7,19,26,2,2,0,0,200,116,9,15,32,-4,96
Chase Pietila,36,7,15,22,3,1,0,0,155,68,0,0,48,1,96
Nick Williams,34,0,8,8,0,0,0,0,79,39,1,1,24,7,94
Henry Bartle,21,1,2,3,0,0,0,0,20,11,8,13,4,-3,52
Rylan Brown,36,3,15,18,2,1,0,0,117,56,0,0,40,-2,96
Logan Morrell,32,11,10,21,4,4,0,0,110,71,299,509,13,5,88
Elias Jansson,36,12,11,23,6,2,0,2,135,82,2,16,17,0,96
Philip Fankl,22,1,0,1,0,0,0,0,34,23,27,59,8,-4,65
Ryan Manzella,15,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Derek Mullahy,21,0,0,0,0,0,0,0,0,0,0,0,0,0,65
Jack Works,31,5,10,15,1,0,0,0,123,73,66,142,21,2,77
Ryder Matter,19,2,1,3,0,0,0,0,37,16,91,176,10,-2,54
Quinn Disher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Leppa,16,2,3,5,0,1,0,0,30,17,111,218,5,2,36
Max Vayrynen,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Jesse Tucker,34,3,5,8,1,0,0,0,81,50,327,625,14,-25,115
Jakob Peterson,29,2,4,6,0,0,0,0,67,28,0,0,25,-14,99
Zach Michaelis,27,1,2,3,0,0,0,0,50,37,1,1,10,-13,98
Ryan Ouellette,32,0,1,1,0,0,0,0,1,1,0,0,0,0,105
Tanner Latsch,22,5,2,7,1,0,0,0,106,64,3,4,26,-12,77
Nick Ardanaz,26,0,3,3,0,0,0,0,63,36,0,0,17,-8,85
Danny Ciccarello,33,1,4,5,0,0,0,0,60,33,166,324,12,-10,111
Matthew Romer,22,5,3,8,1,0,0,1,49,35,1,11,5,-8,74
Brendan Poshak,23,1,1,2,0,0,0,0,47,24,3,6,13,-9,81
